order_id,customer_id,order_date,shipping_city,shipping_address,shipping_lat,shipping_lng,shipping_date,total_amount,payment_method,status
20,8657,2022-12-07 15:11:16,대전,"대전광역시 서구 둔산동 850, 677호",36.35377321698358,127.38532356231616,2022-12-11 15:11:16,4318980,네이버페이,Shipped
21,9927,2023-06-12 12:28:17,청주,"충청북도 청주시 오송읍 379-32, 778호",36.64351528223217,127.48532449499577,2023-06-15 12:28:17,187010,계좌이체,Shipped
22,1154,2022-07-05 00:52:06,울산,"울산광역시 동구 전하동 787, 316호",35.54245874810737,129.30952200884155,2022-07-10 00:52:06,687300,카카오페이,Delivered
23,8557,2022-06-21 20:34:16,대전,"대전광역시 유성구 봉명동 732-85, 251호",36.34767427249409,127.38829250805415,2022-06-28 20:34:16,511930,카카오페이,Delivered
24,7697,2023-05-12 03:35:46,광주,"광주광역시 북구 문산로 285, 237호",35.16087412518823,126.84954492179696,2023-05-17 03:35:46,149930,계좌이체,Delivered
25,1380,2022-05-09 07:09:33,대구,"대구광역시 달서구 상인동 168-88, 338호",35.86707617967398,128.60638743224345,2022-05-11 07:09:33,53720,모바일결제,Shipped
26,9342,2023-03-17 06:40:00,창원,"경상남도 창원시 마산합포구 815-49, 303호",35.22539071899005,128.68017005916087,2023-03-20 06:40:00,475540,카카오페이,Delivered
27,4003,2023-05-14 17:02:30,서울,"서울특별시 마포구 합정동 107-49, 426호",37.561850913756196,126.98239211497935,2023-05-16 17:02:30,7720,계좌이체,Shipped
28,4137,2023-08-29 12:48:27,인천,"인천광역시 계양구 계산동 61-71, 952호",37.45830395502026,126.70452029477809,2023-09-04 12:48:27,35040,모바일결제,Delivered
29,8515,2023-05-03 00:56:54,전주,"전라북도 전주시 중화산동 117, 812호",35.822666944546704,127.14749320707297,2023-05-04 00:56:54,56600,계좌이체,Shipped
30,2486,2022-09-18 22:27:59,수원,"경기도 수원시 장안구 파장동 163, 392호",37.26591707389165,127.02716942805151,2022-09-23 22:27:59,2052610,모바일결제,Shipped
31,498,2022-04-19 03:35:48,서울,"서울특별시 중구 을지로 118-60, 836호",37.565701734019804,126.98122531236041,2022-04-21 03:35:48,67450,카카오페이,Delivered
32,469,2022-04-09 23:06:44,인천,"인천광역시 연수구 송도동 910, 338호",37.45723070897985,126.70049976191231,2022-04-10 23:06:44,3100740,모바일결제,Shipped
33,238,2022-02-11 09:31:13,광주,"광주광역시 서구 치평동 617, 644호",35.15752919533088,126.85130620801712,2022-02-15 09:31:13,711530,네이버페이,Delivered
34,8925,2023-02-05 12:34:06,청주,"충청북도 청주시 청원구 136-1, 467호",36.64716100684359,127.48407670250667,2023-02-11 12:34:06,599850,계좌이체,Delivered
35,9351,2023-06-04 09:26:39,부산,"부산광역시 북구 화명동 181, 690호",35.1790862664844,129.07446832136688,2023-06-10 09:26:39,120080,네이버페이,Delivered
36,3406,2022-09-23 18:48:00,서울,"서울특별시 중구 을지로 605-44, 418호",37.56875607918432,126.97616002570666,2022-09-25 18:48:00,20120,계좌이체,Shipped
37,5189,2022-03-08 04:41:34,서울,"서울특별시 마포구 합정동 408-48, 468호",37.565165800131815,126.97537621086911,,804010,신용카드,Pending
38,1938,2022-06-11 17:44:48,세종,"세종특별자치시 새롬동 791-76, 465호",36.477409672486445,127.2863016955917,2022-06-17 17:44:48,3000,카카오페이,Delivered
39,1513,2022-12-18 05:39:24,대구,"대구광역시 수성구 범어동 958, 805호",35.87110253213061,128.59687094874053,2022-12-20 05:39:24,460960,네이버페이,Shipped
40,3189,2023-10-22 09:08:23,대전,"대전광역시 중구 은행동 428, 171호",36.347981007651754,127.38433198290062,2023-10-26 09:08:23,413900,모바일결제,Shipped
41,4679,2023-03-14 09:44:07,청주,"충청북도 청주시 흥덕구 851-31, 520호",36.64424600714681,127.49126200260227,2023-03-19 09:44:07,12540,카카오페이,Delivered
42,8986,2022-09-02 10:51:36,울산,"울산광역시 동구 전하동 887, 355호",35.53990152586904,129.3083400019175,2022-09-09 10:51:36,107110,신용카드,Delivered
43,9492,2022-06-26 01:23:04,대구,"대구광역시 수성구 범어동 349, 873호",35.87137980839431,128.59830584717847,,51630,카카오페이,Pending
44,726,2023-12-13 05:28:38,대전,"대전광역시 대덕구 오정동 19-30, 357호",36.35370699858731,127.38427107916009,2023-12-16 05:28:38,3100300,신용카드,Delivered
45,2949,2022-04-10 10:22:14,광주,"광주광역시 동구 금남로 578, 863호",35.1624512937413,126.85355417921966,2022-04-12 10:22:14,1911610,신용카드,Shipped
46,7920,2023-02-08 20:37:34,서울,"서울특별시 동작구 노량진동 569-1, 218호",37.56828379335595,126.98218431846553,2023-02-09 20:37:34,185510,네이버페이,Delivered
47,5244,2022-11-17 01:44:15,대구,"대구광역시 달서구 상인동 57, 140호",35.87085110259534,128.5983200457767,2022-11-20 01:44:15,477200,신용카드,Shipped
48,8207,2022-11-11 19:16:36,전주,"전라북도 전주시 금암동 272-75, 748호",35.82205114850044,127.14944696608032,2022-11-14 19:16:36,5176780,계좌이체,Shipped
49,8178,2023-06-25 17:45:40,청주,"충청북도 청주시 흥덕구 37, 566호",36.64685934396471,127.48813738434035,2023-06-30 17:45:40,2356490,계좌이체,Delivered
50,7302,2022-12-23 23:59:55,수원,"경기도 수원시 영통구 망포동 300-59, 585호",37.26515711838594,127.03004080554167,2022-12-28 23:59:55,1114720,카카오페이,Delivered
51,8775,2022-08-03 15:44:41,대구,"대구광역시 북구 침산동 309-76, 890호",35.87382686206958,128.60042836338164,2022-08-04 15:44:41,128690,계좌이체,Shipped
52,1884,2023-09-22 16:33:35,서울,"서울특별시 마포구 합정동 885-12, 756호",37.56707578509646,126.98131922782392,2023-09-25 16:33:35,191020,신용카드,Delivered
53,7760,2023-08-14 20:37:11,대구,"대구광역시 동구 신천동 725, 708호",35.868507137317785,128.60177361246454,2023-08-20 20:37:11,268570,모바일결제,Shipped
54,4920,2022-09-07 17:29:46,울산,"울산광역시 북구 송정동 802-55, 264호",35.54237436201264,129.312560725292,2022-09-13 17:29:46,387630,카카오페이,Delivered
55,6624,2023-02-08 17:11:14,서울,"서울특별시 송파구 잠실동 812-16, 900호",37.570972662409375,126.97485845296723,2023-02-14 17:11:14,240950,네이버페이,Delivered
56,7369,2022-08-04 18:12:46,광주,"광주광역시 서구 치평동 390, 930호",35.15463424629451,126.85537197706401,2022-08-06 18:12:46,834120,신용카드,Delivered
57,9498,2022-12-05 00:11:29,청주,"충청북도 청주시 상당구 566-94, 833호",36.63806408111257,127.4932104197202,2022-12-10 00:11:29,180370,카카오페이,Shipped
58,1272,2022-03-29 02:22:07,울산,"울산광역시 북구 송정동 613, 641호",35.54319940027514,129.30834607914238,2022-03-30 02:22:07,817340,모바일결제,Shipped
59,8557,2023-05-20 12:13:45,부산,"부산광역시 해운대구 우동 143-81, 508호",35.17480172448955,129.07241628035283,2023-05-26 12:13:45,123240,신용카드,Shipped
60,9246,2022-08-21 22:47:33,청주,"충청북도 청주시 청원구 216-68, 908호",36.64606355259225,127.48924003669397,2022-08-22 22:47:33,58620,모바일결제,Shipped
61,2721,2022-07-09 02:47:36,울산,"울산광역시 울주군 온산읍 95, 923호",35.542454279164616,129.30760526314052,2022-07-16 02:47:36,524360,계좌이체,Shipped
62,9859,2022-08-08 19:44:14,창원,"경상남도 창원시 진해구 190, 933호",35.228819521370674,128.67978562852824,2022-08-09 19:44:14,338300,모바일결제,Shipped
63,7396,2023-07-07 03:21:02,청주,"충청북도 청주시 흥덕구 931, 126호",36.64071525646416,127.4922841690542,2023-07-11 03:21:02,1446200,네이버페이,Delivered
64,7326,2022-05-11 11:30:23,울산,"울산광역시 동구 전하동 603-25, 941호",35.54141084224357,129.3132468486942,,606250,계좌이체,Pending
65,3821,2023-07-09 12:18:14,창원,"경상남도 창원시 진해구 198, 476호",35.22985687069482,128.68470460510343,2023-07-10 12:18:14,63800,계좌이체,Delivered
66,2671,2023-02-25 08:25:21,전주,"전라북도 전주시 덕진구 905, 466호",35.82544195292916,127.14869532644354,2023-03-01 08:25:21,24000,네이버페이,Shipped
67,9373,2022-07-21 17:49:57,광주,"광주광역시 동구 금남로 297, 611호",35.1619878742607,126.85050614730113,,323530,카카오페이,Cancelled
68,6519,2023-09-09 18:56:34,부산,"부산광역시 북구 화명동 902, 142호",35.179812192627224,129.07739018670014,,7633300,카카오페이,Cancelled
69,288,2022-03-18 21:44:37,인천,"인천광역시 연수구 송도동 717-96, 739호",37.45210680797675,126.70810724687622,2022-03-20 21:44:37,143370,계좌이체,Shipped
70,5241,2023-01-10 19:27:08,울산,"울산광역시 북구 송정동 10, 983호",35.538039537211766,129.31076294362353,,1702350,계좌이체,Cancelled
71,8053,2023-08-19 01:55:52,청주,"충청북도 청주시 서원구 331-47, 286호",36.64665689650738,127.48973432263557,2023-08-26 01:55:52,218120,계좌이체,Delivered
72,8877,2022-05-13 06:51:20,대전,"대전광역시 중구 은행동 316, 882호",36.3490924240469,127.3864417258051,,231470,모바일결제,Pending
73,4973,2023-06-19 08:34:51,부산,"부산광역시 동래구 명륜동 987, 765호",35.181654702684085,129.0751235315241,2023-06-24 08:34:51,90120,모바일결제,Delivered
74,3125,2022-09-21 09:41:41,청주,"충청북도 청주시 청원구 180, 127호",36.64415258348162,127.48750542114225,,252540,모바일결제,Pending
75,2343,2022-11-08 07:51:38,인천,"인천광역시 계양구 계산동 765-85, 803호",37.451973938937506,126.70270706891253,2022-11-14 07:51:38,13650,카카오페이,Shipped
76,2845,2023-09-05 16:04:10,세종,"세종특별자치시 보람동 314, 694호",36.480357769282584,127.28532761433304,2023-09-12 16:04:10,63730,계좌이체,Delivered
77,1329,2022-03-07 02:28:15,대구,"대구광역시 수성구 범어동 135, 160호",35.87303254628159,128.5972682163717,,1644380,네이버페이,Pending
78,6975,2023-07-06 01:29:06,인천,"인천광역시 미추홀구 학익동 227-30, 550호",37.45579224428822,126.70472341227011,2023-07-13 01:29:06,2903910,모바일결제,Shipped
79,35,2023-04-09 20:05:10,창원,"경상남도 창원시 성산구 492-80, 744호",35.22696534901215,128.68311943317298,,568540,네이버페이,Cancelled
80,5897,2023-07-20 02:13:37,광주,"광주광역시 동구 금남로 65, 521호",35.158191451166495,126.84788887022545,,1998930,신용카드,Cancelled
81,6030,2023-09-26 03:46:29,세종,"세종특별자치시 새롬동 94, 957호",36.48159219978933,127.28990449063122,2023-10-03 03:46:29,505310,네이버페이,Delivered
82,6207,2023-09-02 14:37:01,울산,"울산광역시 남구 삼산동 547, 949호",35.536265883737165,129.3151789437866,2023-09-03 14:37:01,295110,네이버페이,Delivered
83,316,2023-06-06 21:33:38,창원,"경상남도 창원시 마산합포구 55, 204호",35.227795083943924,128.67735498405798,2023-06-12 21:33:38,2670230,네이버페이,Delivered
84,7245,2023-08-18 19:42:36,청주,"충청북도 청주시 흥덕구 356, 929호",36.64225412866843,127.49174957512838,2023-08-25 19:42:36,73210,신용카드,Shipped
85,1591,2022-06-14 22:49:04,창원,"경상남도 창원시 의창구 229, 428호",35.222750269253304,128.68169541647143,2022-06-16 22:49:04,1960100,계좌이체,Delivered
86,4812,2022-01-05 13:04:36,부산,"부산광역시 해운대구 우동 499-13, 999호",35.181043960958895,129.0800746313896,2022-01-11 13:04:36,43120,모바일결제,Shipped
87,8432,2023-11-14 07:30:36,대전,"대전광역시 서구 둔산동 423, 128호",36.35525266805893,127.38057761394921,2023-11-16 07:30:36,1089360,모바일결제,Delivered
88,8233,2023-05-24 15:17:47,수원,"경기도 수원시 권선구 세류동 589, 829호",37.25909259747146,127.0314673810083,2023-05-31 15:17:47,178080,카카오페이,Delivered
89,8534,2023-10-14 09:55:46,인천,"인천광역시 계양구 계산동 18-46, 965호",37.455697168841304,126.70093432423995,,1151300,신용카드,Cancelled
90,8670,2022-03-07 14:08:40,부산,"부산광역시 남구 대연동 548-22, 399호",35.1749712252789,129.08058041724834,2022-03-08 14:08:40,74940,계좌이체,Delivered
91,7353,2023-06-14 12:46:44,광주,"광주광역시 북구 문산로 209, 132호",35.16121756742937,126.85140599963653,2023-06-21 12:46:44,14400,네이버페이,Delivered
92,2035,2023-11-10 12:52:04,광주,"광주광역시 동구 금남로 835-13, 406호",35.16214887081271,126.85322690260269,2023-11-11 12:52:04,3404540,계좌이체,Delivered
93,6265,2022-06-03 11:21:22,서울,"서울특별시 강남구 역삼동 698, 684호",37.56896758191721,126.98009080599186,2022-06-10 11:21:22,2305830,카카오페이,Delivered
94,2583,2022-12-14 08:10:24,전주,"전라북도 전주시 금암동 218, 834호",35.825724341297835,127.14511340863028,2022-12-18 08:10:24,76100,모바일결제,Delivered
95,2786,2022-01-05 16:47:50,대전,"대전광역시 유성구 봉명동 47-15, 222호",36.346752964405155,127.38367012340714,2022-01-12 16:47:50,960030,계좌이체,Shipped
96,4766,2022-10-13 14:43:07,광주,"광주광역시 서구 치평동 849-73, 339호",35.162465294893835,126.84873467081341,2022-10-14 14:43:07,43620,계좌이체,Delivered
97,1942,2022-06-03 06:43:55,청주,"충청북도 청주시 흥덕구 478-14, 103호",36.639243640099046,127.48754244497442,2022-06-05 06:43:55,184080,신용카드,Shipped
98,9789,2022-07-07 13:02:40,울산,"울산광역시 중구 학성동 400-82, 364호",35.53685591365668,129.3086256530797,2022-07-14 13:02:40,94510,계좌이체,Delivered
99,4875,2022-08-19 07:50:33,대구,"대구광역시 달서구 상인동 890, 173호",35.86660568984663,128.60584689209566,,45610,모바일결제,Pending
100,4404,2023-03-05 01:35:33,부산,"부산광역시 동래구 명륜동 528, 402호",35.17716390263802,129.07240734262933,,2311500,네이버페이,Cancelled
101,8705,2022-02-13 11:16:48,대전,"대전광역시 유성구 봉명동 585-77, 632호",36.34619919500592,127.38630508863349,2022-02-18 11:16:48,3735740,계좌이체,Shipped
102,6881,2022-06-09 20:09:26,창원,"경상남도 창원시 마산합포구 850-15, 282호",35.230664793457976,128.68494853077758,2022-06-16 20:09:26,4947180,네이버페이,Shipped
103,9177,2022-05-25 01:47:50,청주,"충청북도 청주시 청원구 85, 761호",36.642613951420074,127.49185239691987,2022-05-29 01:47:50,32400,신용카드,Delivered
104,5825,2022-11-17 15:11:38,대구,"대구광역시 수성구 범어동 142, 460호",35.87404908060365,128.60444637628862,,1174380,카카오페이,Pending
105,5412,2023-05-07 06:31:16,서울,"서울특별시 동작구 노량진동 249-85, 166호",37.56723899996943,126.97956317732417,2023-05-14 06:31:16,933440,카카오페이,Shipped
106,5626,2023-01-03 15:35:34,울산,"울산광역시 울주군 온산읍 245-96, 483호",35.540207863628446,129.3120562122064,2023-01-06 15:35:34,100280,신용카드,Delivered
107,5612,2022-10-11 13:07:43,울산,"울산광역시 중구 학성동 548, 165호",35.54008776783969,129.30890227170534,2022-10-13 13:07:43,136900,계좌이체,Shipped
108,7590,2022-03-31 20:59:34,서울,"서울특별시 동작구 노량진동 413, 732호",37.56975868676364,126.97384814517017,2022-04-06 20:59:34,246760,네이버페이,Delivered
109,5922,2022-04-17 16:47:19,세종,"세종특별자치시 새롬동 915-12, 893호",36.477650991250094,127.29140887323899,2022-04-19 16:47:19,2945180,계좌이체,Delivered
110,8109,2022-05-31 16:47:52,전주,"전라북도 전주시 덕진구 372, 201호",35.821316714303,127.15100032821306,,865720,계좌이체,Cancelled
111,8990,2023-03-20 18:04:02,전주,"전라북도 전주시 효자동 242, 922호",35.81692035772244,127.15227336574257,2023-03-25 18:04:02,3442040,카카오페이,Shipped
112,1714,2023-10-25 11:08:35,광주,"광주광역시 북구 문산로 246-68, 933호",35.15682487629731,126.84859279938104,2023-10-26 11:08:35,4876560,네이버페이,Shipped
113,2427,2023-04-06 07:36:58,세종,"세종특별자치시 새롬동 637-11, 467호",36.48219602129444,127.28942979162191,2023-04-09 07:36:58,485860,카카오페이,Delivered
114,655,2023-05-31 15:34:40,대전,"대전광역시 동구 가오동 476-12, 152호",36.34732418379304,127.38098670740278,2023-06-03 15:34:40,3671960,계좌이체,Shipped
115,3276,2023-01-16 23:27:17,대구,"대구광역시 동구 신천동 64-67, 904호",35.86715397886238,128.60266597068178,2023-01-21 23:27:17,2295800,모바일결제,Shipped
116,2251,2022-12-10 02:45:40,울산,"울산광역시 중구 학성동 770, 751호",35.54053241213456,129.31072444685466,2022-12-11 02:45:40,116350,카카오페이,Shipped
117,179,2023-09-04 03:15:13,세종,"세종특별자치시 도담동 227-23, 531호",36.479515035950705,127.2870121671943,2023-09-10 03:15:13,832360,계좌이체,Delivered
118,7003,2023-02-14 23:04:16,창원,"경상남도 창원시 마산회원구 264, 659호",35.22984237164581,128.68193780551576,2023-02-16 23:04:16,68950,계좌이체,Delivered
119,8339,2022-04-02 18:14:19,창원,"경상남도 창원시 의창구 134-85, 380호",35.22816097715866,128.6775515849286,2022-04-04 18:14:19,380790,모바일결제,Shipped
120,9845,2022-07-08 07:39:55,청주,"충청북도 청주시 흥덕구 206, 337호",36.644712807719905,127.4848600081083,2022-07-14 07:39:55,5926700,모바일결제,Shipped
121,960,2023-04-23 18:17:35,청주,"충청북도 청주시 흥덕구 653, 333호",36.639596299561255,127.48618326258968,2023-04-26 18:17:35,242730,카카오페이,Delivered
122,7901,2023-06-18 05:16:05,대전,"대전광역시 동구 가오동 470, 957호",36.34900835461549,127.38325296571867,,415930,계좌이체,Pending
123,1944,2022-12-19 11:16:39,광주,"광주광역시 북구 문산로 976-53, 659호",35.15977894147777,126.85164952504692,2022-12-23 11:16:39,2879760,카카오페이,Delivered
124,5594,2022-02-19 13:05:10,세종,"세종특별자치시 새롬동 227-85, 327호",36.475339482754094,127.28789734635833,2022-02-20 13:05:10,1498650,모바일결제,Shipped
125,902,2022-02-14 07:26:49,부산,"부산광역시 북구 화명동 440, 971호",35.17831443282851,129.07517243283692,2022-02-20 07:26:49,250270,카카오페이,Shipped
126,7608,2022-08-15 15:07:38,창원,"경상남도 창원시 의창구 78, 966호",35.231787064199196,128.68508243476796,2022-08-22 15:07:38,23240,카카오페이,Shipped
127,424,2023-10-23 14:35:42,부산,"부산광역시 동래구 명륜동 30, 185호",35.17759108885751,129.07645380917344,2023-10-27 14:35:42,430430,네이버페이,Shipped
128,4988,2022-02-15 06:30:26,광주,"광주광역시 동구 금남로 435, 728호",35.159514198127766,126.85273821086773,2022-02-18 06:30:26,116500,계좌이체,Delivered
129,5722,2023-07-27 22:08:23,창원,"경상남도 창원시 마산합포구 108, 298호",35.23144889052737,128.67796173619482,2023-08-03 22:08:23,1380750,계좌이체,Delivered
130,6704,2022-12-03 12:18:05,청주,"충청북도 청주시 청원구 132-31, 708호",36.645950892555696,127.49078350698258,2022-12-10 12:18:05,2831400,계좌이체,Delivered
131,2837,2023-03-02 02:18:22,부산,"부산광역시 해운대구 우동 685-15, 159호",35.178908153321856,129.07280569815285,2023-03-03 02:18:22,956880,계좌이체,Delivered
132,7066,2022-12-16 05:48:27,부산,"부산광역시 해운대구 우동 507-64, 591호",35.18384340268338,129.07975951820683,,354160,계좌이체,Pending
133,8267,2022-06-22 08:29:46,광주,"광주광역시 서구 치평동 813, 574호",35.16036572906968,126.85192586775648,2022-06-25 08:29:46,155200,모바일결제,Delivered
134,6973,2023-04-11 22:05:24,전주,"전라북도 전주시 덕진구 120, 234호",35.82219322986002,127.15117932615432,2023-04-13 22:05:24,390150,계좌이체,Delivered
135,1498,2022-04-28 02:44:53,광주,"광주광역시 동구 금남로 4, 539호",35.158870329093915,126.85113120858338,,107380,카카오페이,Pending
136,9302,2023-06-03 10:31:15,대구,"대구광역시 북구 침산동 701, 564호",35.86656447449125,128.59838029274064,2023-06-07 10:31:15,24250,모바일결제,Shipped
137,5447,2022-04-28 11:35:36,세종,"세종특별자치시 새롬동 861, 807호",36.48138095548479,127.28515673262652,2022-05-04 11:35:36,65360,신용카드,Shipped
138,8876,2022-02-18 00:53:32,대구,"대구광역시 달서구 상인동 610-46, 362호",35.87521103014008,128.60123830805685,2022-02-23 00:53:32,37240,모바일결제,Shipped
139,2962,2023-02-11 21:49:15,창원,"경상남도 창원시 진해구 73, 986호",35.23103407817152,128.6808800571895,2023-02-13 21:49:15,1547450,계좌이체,Delivered
140,6227,2023-11-11 13:53:34,서울,"서울특별시 동작구 노량진동 433-72, 762호",37.56611276548761,126.97833414976046,2023-11-15 13:53:34,396150,계좌이체,Delivered
141,2367,2023-05-08 12:33:39,창원,"경상남도 창원시 성산구 360, 461호",35.22737687110625,128.6811258610118,2023-05-13 12:33:39,568960,카카오페이,Delivered
142,8619,2023-05-26 10:43:58,세종,"세종특별자치시 도담동 732, 870호",36.48087633865528,127.29011555339414,2023-05-30 10:43:58,223880,신용카드,Shipped
143,6719,2022-06-23 06:55:32,전주,"전라북도 전주시 금암동 203, 589호",35.82459497508374,127.14524131128846,2022-06-24 06:55:32,306520,계좌이체,Shipped
144,2487,2022-08-28 05:48:39,창원,"경상남도 창원시 성산구 949, 296호",35.228892166988864,128.6811491607967,2022-08-31 05:48:39,135700,신용카드,Shipped
145,9872,2023-04-23 08:39:29,광주,"광주광역시 동구 금남로 938, 181호",35.15941816651086,126.84828564476223,2023-04-27 08:39:29,53100,모바일결제,Delivered
146,828,2023-11-03 12:06:41,대구,"대구광역시 달서구 상인동 292-52, 312호",35.87471999072079,128.59731055394136,2023-11-04 12:06:41,2640680,계좌이체,Shipped
147,3901,2023-08-28 09:19:44,부산,"부산광역시 사하구 하단동 158, 870호",35.17982958385203,129.07851059346356,2023-08-30 09:19:44,3838700,계좌이체,Shipped
148,3661,2023-11-17 03:00:20,창원,"경상남도 창원시 마산합포구 412-75, 834호",35.22361076241818,128.68094498799852,2023-11-22 03:00:20,52800,네이버페이,Delivered
149,3976,2023-09-19 21:53:06,수원,"경기도 수원시 권선구 세류동 919, 957호",37.262609983334826,127.02703640493003,2023-09-20 21:53:06,41810,신용카드,Shipped
150,3652,2023-02-26 17:04:54,수원,"경기도 수원시 팔달구 매산로 135, 181호",37.25879025362519,127.02726514297706,,598100,카카오페이,Pending
151,3289,2023-02-22 05:04:55,대구,"대구광역시 달서구 상인동 493-41, 183호",35.86737194687231,128.60352708293527,,13800,모바일결제,Pending
152,3763,2023-12-26 21:59:35,수원,"경기도 수원시 권선구 곡반정동 952-33, 105호",37.26050352893526,127.03120220532165,2023-12-27 21:59:35,1293600,네이버페이,Shipped
153,5460,2022-05-31 15:11:39,서울,"서울특별시 동작구 노량진동 555-22, 160호",37.56209122448234,126.97591281293153,2022-06-04 15:11:39,476640,모바일결제,Delivered
154,9511,2023-05-23 17:17:44,전주,"전라북도 전주시 효자동 433-33, 775호",35.81966744586246,127.14930180712344,2023-05-24 17:17:44,4236820,네이버페이,Shipped
155,9278,2022-08-25 04:44:47,울산,"울산광역시 울주군 온산읍 259-15, 104호",35.539965310939785,129.3072736138384,,147090,신용카드,Pending
156,9580,2022-09-12 08:31:24,창원,"경상남도 창원시 마산합포구 409-72, 326호",35.22860280696299,128.6825380517646,2022-09-13 08:31:24,52200,네이버페이,Shipped
157,6852,2022-04-08 06:36:12,대전,"대전광역시 중구 은행동 957-29, 438호",36.34683879513793,127.3892423766365,,14220,네이버페이,Pending
158,2264,2023-04-17 07:17:08,세종,"세종특별자치시 아름동 517-87, 828호",36.48041872983677,127.2931634955546,2023-04-20 07:17:08,168660,계좌이체,Delivered
159,7208,2022-03-26 15:09:31,대구,"대구광역시 북구 침산동 7-23, 222호",35.86715965506083,128.60235565857622,2022-03-30 15:09:31,265860,모바일결제,Shipped
160,8367,2022-01-24 20:10:11,창원,"경상남도 창원시 마산합포구 300-94, 663호",35.23013267939706,128.68237163960472,,222820,신용카드,Pending
161,395,2022-08-20 14:15:12,울산,"울산광역시 울주군 온산읍 517-62, 690호",35.539235178723025,129.30891173045651,2022-08-23 14:15:12,2215580,네이버페이,Delivered
162,577,2023-12-06 18:03:50,전주,"전라북도 전주시 덕진구 464-75, 616호",35.81979365517329,127.15219985351104,2023-12-13 18:03:50,864100,계좌이체,Shipped
163,1723,2022-10-19 21:36:11,광주,"광주광역시 남구 백운동 143-85, 869호",35.16205645410302,126.85726750327441,2022-10-25 21:36:11,99040,계좌이체,Delivered
164,2954,2022-10-03 06:20:22,수원,"경기도 수원시 장안구 파장동 763-83, 207호",37.264564590285424,127.02410549334198,2022-10-06 06:20:22,2464920,네이버페이,Shipped
165,3863,2023-12-23 15:02:29,부산,"부산광역시 사하구 하단동 202, 204호",35.179823602838454,129.0762070547314,,2553760,카카오페이,Cancelled
