customer_id,customer_name,email,phone_number,city,latitude,longitude,created_at,membership_level
68,정주원,jjng336@nate.com,010-2052-7797,전주,35.8219,127.148,2021-06-06,VIP
69,서유진,sngj655@nate.com,010-7883-7381,울산,35.5398,129.3114,2021-03-05,일반
70,전가은,jgng120@nate.com,010-5892-7389,세종,36.48,127.289,2021-01-07,MVP
71,서지아,sjng865@naver.com,010-8956-1475,세종,36.48,127.289,2021-08-13,우수
72,신유진,sngj784@nate.com,010-3091-9751,전주,35.8219,127.148,2021-06-19,일반
73,김도현,gdh503@gmail.com,010-8564-3977,부산,35.1796,129.0756,2022-10-21,일반
74,이지훈,ngjh488@daum.net,010-7211-5558,대구,35.8714,128.6014,2022-04-11,VIP
75,서지훈,sjh954@gmail.com,010-1853-6733,세종,36.48,127.289,2021-01-20,우수
76,윤서현,ngsh170@gmail.com,,서울,37.5665,126.978,2021-09-11,우수
77,김하린,ghr256@naver.com,010-4571-8619,인천,37.4563,126.7052,2022-04-30,우수
78,장나윤,jnng477@naver.com,010-2876-3683,창원,35.2271,128.6811,2022-09-14,일반
79,임도윤,ngdng692@gmail.com,010-7149-7498,대전,36.3504,127.3845,2022-08-13,일반
80,조예준,jngj706@naver.com,010-2983-1672,부산,35.1796,129.0756,2022-12-15,일반
81,한지아,hjng538@daum.net,010-1207-7882,부산,35.1796,129.0756,2022-06-03,VIP
82,황도윤,hdng543@daum.net,010-8135-3885,청주,36.6424,127.489,2022-04-16,우수
83,안서현,ngsh376@nate.com,010-5397-6280,세종,36.48,127.289,2022-03-23,일반
84,윤영민,ngngm188@daum.net,010-7209-6511,세종,36.48,127.289,2021-09-07,일반
85,김민서,gms971@daum.net,010-5232-6576,인천,37.4563,126.7052,2022-05-15,일반
86,장태현,jth710@daum.net,010-4130-2402,수원,37.2636,127.0286,2021-01-11,일반
87,윤채원,ngchng516@nate.com,010-9041-8342,수원,37.2636,127.0286,2021-09-04,우수
88,김예준,gngj401@naver.com,010-7046-8753,울산,35.5398,129.3114,2022-12-10,우수
89,송하늘,shn452@nate.com,010-8434-5438,전주,35.8219,127.148,2022-07-18,VIP
90,임지훈,ngjh336@gmail.com,010-9779-4033,전주,35.8219,127.148,2021-07-17,일반
91,조지후,jjh856@nate.com,010-9595-5636,대전,36.3504,127.3845,2022-08-27,일반
92,최영민,chngm298@daum.net,,대구,35.8714,128.6014,2022-01-05,우수
93,김가은,ggng646@naver.com,010-5786-3068,대전,36.3504,127.3845,2021-02-16,우수
94,황도윤,hdng993@gmail.com,010-8216-6582,창원,35.2271,128.6811,2021-10-19,우수
95,강서준,gsj358@nate.com,010-2213-1878,부산,35.1796,129.0756,2021-03-08,우수
96,정주원,jjng930@daum.net,,부산,35.1796,129.0756,2021-09-12,일반
97,서하린,shr710@naver.com,010-8253-5871,수원,37.2636,127.0286,2022-01-25,우수
98,전서연,jsng412@gmail.com,010-4404-4457,창원,35.2271,128.6811,2021-04-12,일반
99,장예린,jngr183@naver.com,010-3564-1043,대구,35.8714,128.6014,2021-06-27,일반
100,서수빈,ssb805@nate.com,010-5632-8438,대전,36.3504,127.3845,2021-02-03,일반
101,박예린,bngr339@daum.net,010-4241-7965,청주,36.6424,127.489,2022-08-27,일반
102,최지아,chjng330@naver.com,,대전,36.3504,127.3845,2021-05-26,우수
103,강현정,ghj414@daum.net,010-5982-7594,세종,36.48,127.289,2021-05-08,일반
104,장하늘,jhn652@nate.com,010-8078-6280,세종,36.48,127.289,2021-03-24,우수
105,장민준,jmj193@naver.com,010-1339-5415,청주,36.6424,127.489,2022-08-13,VIP
106,전서준,jsj881@naver.com,010-5557-3973,세종,36.48,127.289,2022-06-16,일반
107,전서연,jsng750@nate.com,010-6460-6260,부산,35.1796,129.0756,2022-04-27,일반
108,최지현,chjh264@daum.net,010-7561-1601,울산,35.5398,129.3114,2022-12-12,우수
109,권예준,gngj422@daum.net,010-7622-9431,광주,35.1595,126.8526,2021-04-29,일반
110,김예린,gngr990@nate.com,,울산,35.5398,129.3114,2021-02-25,일반
111,한하린,hhr874@nate.com,010-4335-5375,청주,36.6424,127.489,2022-03-29,일반
112,송주원,sjng394@nate.com,,전주,35.8219,127.148,2022-05-12,일반
113,윤가은,nggng262@daum.net,010-2527-4681,수원,37.2636,127.0286,2021-01-15,VIP
114,최수빈,chsb220@naver.com,010-5479-7807,세종,36.48,127.289,2021-10-26,VIP
115,황민서,hms349@nate.com,010-9327-3236,수원,37.2636,127.0286,2021-05-29,우수
116,박지훈,bjh891@nate.com,010-1042-5634,광주,35.1595,126.8526,2022-06-04,VIP
117,임영민,ngngm701@nate.com,010-6654-6446,인천,37.4563,126.7052,2022-04-03,VIP
118,송나윤,snng656@nate.com,010-4912-7274,세종,36.48,127.289,2021-11-26,일반
119,윤지현,ngjh894@nate.com,010-7246-7325,서울,37.5665,126.978,2021-11-22,VIP
120,정민서,jms137@naver.com,010-2644-8213,수원,37.2636,127.0286,2022-08-28,우수
121,최하늘,chhn567@gmail.com,010-3529-2225,전주,35.8219,127.148,2021-05-28,VIP
122,황현정,hhj371@daum.net,010-2315-6383,창원,35.2271,128.6811,2022-12-11,VIP
123,송지민,sjm424@nate.com,010-4846-5708,수원,37.2636,127.0286,2021-02-06,일반
124,윤채원,ngchng192@nate.com,010-2646-8269,부산,35.1796,129.0756,2022-10-11,일반
125,강가은,ggng406@gmail.com,010-5806-6873,서울,37.5665,126.978,2021-11-29,일반
126,한서연,hsng249@naver.com,010-3950-3785,수원,37.2636,127.0286,2022-02-26,일반
127,강예준,gngj724@nate.com,010-3344-4804,창원,35.2271,128.6811,2022-12-01,VIP
128,권서현,gsh360@nate.com,,대전,36.3504,127.3845,2022-11-14,VIP
129,권태현,gth394@naver.com,010-5901-7951,부산,35.1796,129.0756,2022-03-29,일반
130,장수빈,jsb965@daum.net,010-2747-4886,대구,35.8714,128.6014,2022-01-29,우수
131,신시아,ssng467@daum.net,,전주,35.8219,127.148,2021-10-30,일반
132,신지훈,sjh108@gmail.com,010-5689-4770,창원,35.2271,128.6811,2022-05-24,일반
133,한현우,hhng751@naver.com,010-3240-2591,창원,35.2271,128.6811,2021-09-14,일반
134,이우진,ngngj907@nate.com,010-3153-2476,서울,37.5665,126.978,2022-08-17,일반
135,임유진,ngngj865@nate.com,,인천,37.4563,126.7052,2021-07-25,VIP
136,송태현,sth474@daum.net,010-8894-5835,인천,37.4563,126.7052,2021-09-21,일반
137,오현정,nghj217@nate.com,010-4696-7511,부산,35.1796,129.0756,2021-05-25,우수
138,송지원,sjng192@nate.com,010-8451-7038,서울,37.5665,126.978,2021-09-28,우수
139,장시아,jsng490@daum.net,010-1410-6374,부산,35.1796,129.0756,2022-11-23,일반
140,윤서현,ngsh164@nate.com,010-2911-3290,전주,35.8219,127.148,2021-11-06,MVP
141,이서준,ngsj411@nate.com,010-9807-3222,부산,35.1796,129.0756,2021-04-10,MVP
142,신수빈,ssb479@nate.com,010-2622-9017,창원,35.2271,128.6811,2021-06-08,일반
143,서지훈,sjh133@daum.net,010-4868-6942,대구,35.8714,128.6014,2022-03-31,일반
144,최예린,chngr476@daum.net,010-3001-8450,서울,37.5665,126.978,2022-02-12,일반
145,박예린,bngr317@gmail.com,010-3063-4362,서울,37.5665,126.978,2021-12-08,일반
146,박영민,bngm883@naver.com,010-4817-6383,창원,35.2271,128.6811,2021-08-10,일반
147,정현정,jhj710@gmail.com,010-9850-5106,대전,36.3504,127.3845,2021-05-29,우수
148,강도윤,gdng776@gmail.com,010-4898-6304,인천,37.4563,126.7052,2021-01-16,우수
149,김하준,ghj371@gmail.com,010-2041-8802,인천,37.4563,126.7052,2022-03-08,일반
150,권나윤,gnng470@gmail.com,010-1710-9543,세종,36.48,127.289,2022-05-31,일반
151,임수빈,ngsb758@gmail.com,010-7984-2768,서울,37.5665,126.978,2022-05-06,VIP
152,황가은,hgng554@gmail.com,010-2076-3067,부산,35.1796,129.0756,2021-11-26,일반
153,장하린,jhr748@daum.net,010-8433-9282,울산,35.5398,129.3114,2022-09-04,일반
154,서도윤,sdng912@gmail.com,010-4522-8046,청주,36.6424,127.489,2022-10-29,일반
155,권태현,gth333@nate.com,010-2557-6120,광주,35.1595,126.8526,2022-04-10,MVP
156,서유진,sngj781@daum.net,010-8770-2099,광주,35.1595,126.8526,2021-06-06,일반
157,박영민,bngm187@gmail.com,010-7105-3131,울산,35.5398,129.3114,2021-04-09,우수
158,송서준,ssj700@daum.net,010-7929-1842,청주,36.6424,127.489,2021-05-06,우수
159,임하린,nghr419@daum.net,010-3535-8900,부산,35.1796,129.0756,2022-08-15,일반
160,윤지현,ngjh210@daum.net,,수원,37.2636,127.0286,2022-01-12,우수
161,장시아,jsng331@nate.com,010-1430-5381,수원,37.2636,127.0286,2022-09-29,일반
162,김하준,ghj379@daum.net,,광주,35.1595,126.8526,2021-12-26,우수
163,정시아,jsng773@nate.com,010-1502-2503,부산,35.1796,129.0756,2021-05-26,우수
164,안지후,ngjh485@nate.com,,세종,36.48,127.289,2021-12-16,우수
165,임채원,ngchng432@gmail.com,,서울,37.5665,126.978,2021-06-09,일반
166,이예린,ngngr183@daum.net,010-8242-7785,세종,36.48,127.289,2022-11-09,VIP
167,장지후,jjh873@gmail.com,,광주,35.1595,126.8526,2022-03-17,일반
168,전민서,jms639@daum.net,010-1897-1125,서울,37.5665,126.978,2021-08-14,일반
169,조우진,jngj316@naver.com,010-1126-9149,대전,36.3504,127.3845,2021-10-24,일반
170,서하준,shj232@nate.com,010-6802-2180,수원,37.2636,127.0286,2022-12-22,우수
171,신지현,sjh859@gmail.com,010-2275-6129,울산,35.5398,129.3114,2021-01-20,우수
172,전서연,jsng687@nate.com,010-2887-7636,전주,35.8219,127.148,2022-10-18,일반
173,김유진,gngj275@nate.com,,전주,35.8219,127.148,2022-01-06,우수
174,최현우,chhng546@nate.com,010-6083-6562,수원,37.2636,127.0286,2021-03-22,일반
175,윤유진,ngngj897@naver.com,010-9693-9355,부산,35.1796,129.0756,2022-06-07,우수
176,조태현,jth894@daum.net,010-4871-2684,광주,35.1595,126.8526,2022-10-23,일반
177,정지훈,jjh302@naver.com,010-2234-3902,창원,35.2271,128.6811,2021-06-06,우수
178,황수빈,hsb872@nate.com,010-6295-6179,청주,36.6424,127.489,2022-08-02,일반
179,정수빈,jsb169@nate.com,010-5500-1920,세종,36.48,127.289,2022-10-09,VIP
180,한하늘,hhn175@daum.net,,세종,36.48,127.289,2022-04-08,일반
181,한영민,hngm393@gmail.com,010-9307-7299,청주,36.6424,127.489,2021-04-03,일반
182,권시아,gsng667@gmail.com,010-6267-8792,세종,36.48,127.289,2022-08-09,일반
183,안주원,ngjng163@nate.com,010-2381-9266,부산,35.1796,129.0756,2021-12-18,VIP
184,강서준,gsj353@nate.com,010-3600-6962,세종,36.48,127.289,2022-06-21,VIP
185,한도현,hdh389@nate.com,010-1857-6482,울산,35.5398,129.3114,2021-12-13,일반
186,박유진,bngj196@nate.com,010-3463-6461,대전,36.3504,127.3845,2021-09-16,우수
187,박시아,bsng779@naver.com,010-7421-3112,광주,35.1595,126.8526,2021-11-14,VIP
188,박우진,bngj672@nate.com,010-9624-2531,청주,36.6424,127.489,2021-12-03,우수
189,서하늘,shn470@gmail.com,,광주,35.1595,126.8526,2021-11-13,우수
190,조유진,jngj884@nate.com,010-3538-2264,대구,35.8714,128.6014,2021-08-20,일반
191,임지현,ngjh907@gmail.com,010-9626-1618,수원,37.2636,127.0286,2022-07-07,일반
192,오태현,ngth884@naver.com,,창원,35.2271,128.6811,2022-01-21,VIP
193,강영민,gngm809@naver.com,,전주,35.8219,127.148,2022-03-25,VIP
194,한예린,hngr836@naver.com,010-8355-4833,세종,36.48,127.289,2022-09-18,우수
195,송현우,shng416@nate.com,010-8218-8564,대구,35.8714,128.6014,2022-01-12,일반
196,임나윤,ngnng491@nate.com,010-3267-5096,인천,37.4563,126.7052,2021-07-24,일반
197,이서현,ngsh592@daum.net,010-9452-3042,수원,37.2636,127.0286,2021-04-16,우수
198,임예준,ngngj881@naver.com,010-3414-8167,대전,36.3504,127.3845,2022-04-06,VIP
199,박도현,bdh327@nate.com,010-7495-9224,광주,35.1595,126.8526,2021-01-28,VIP
200,한현우,hhng495@gmail.com,,광주,35.1595,126.8526,2021-08-18,우수
201,최영민,chngm831@daum.net,,인천,37.4563,126.7052,2021-05-21,우수
202,황가은,hgng951@naver.com,010-1086-2298,전주,35.8219,127.148,2022-04-26,일반
203,김지훈,gjh320@naver.com,010-2821-5720,수원,37.2636,127.0286,2022-09-16,일반
204,윤우진,ngngj224@gmail.com,010-8489-2029,대구,35.8714,128.6014,2022-03-06,VIP
205,최영민,chngm611@gmail.com,010-3352-5772,청주,36.6424,127.489,2022-06-12,우수
206,서민준,smj729@daum.net,010-2402-9576,대구,35.8714,128.6014,2022-08-08,일반
207,한예준,hngj638@gmail.com,,울산,35.5398,129.3114,2022-04-27,일반
208,신지원,sjng359@gmail.com,010-2698-6447,광주,35.1595,126.8526,2021-03-11,우수
209,정서준,jsj460@daum.net,010-8612-8840,청주,36.6424,127.489,2021-06-29,일반
210,강현정,ghj238@gmail.com,,전주,35.8219,127.148,2022-04-14,일반
211,조서준,jsj910@naver.com,010-9444-7524,서울,37.5665,126.978,2021-11-20,우수
212,송민서,sms359@gmail.com,010-1783-6438,청주,36.6424,127.489,2021-07-15,우수
213,장도윤,jdng918@daum.net,010-7334-6554,울산,35.5398,129.3114,2022-02-14,우수
214,강민서,gms808@nate.com,010-2353-7955,광주,35.1595,126.8526,2022-06-16,일반
215,박서연,bsng716@naver.com,010-2311-6372,수원,37.2636,127.0286,2021-10-28,우수
216,임우진,ngngj556@nate.com,010-8325-1693,인천,37.4563,126.7052,2022-12-08,일반
217,한하린,hhr545@daum.net,,청주,36.6424,127.489,2021-02-28,일반
218,신지원,sjng625@naver.com,010-8179-1570,서울,37.5665,126.978,2021-05-27,우수
219,정예준,jngj341@daum.net,010-1530-3513,광주,35.1595,126.8526,2022-01-28,우수
220,권지원,gjng480@nate.com,,부산,35.1796,129.0756,2022-08-11,VIP
221,한지민,hjm421@daum.net,,대구,35.8714,128.6014,2021-04-27,우수
222,강민서,gms630@nate.com,010-5264-8311,수원,37.2636,127.0286,2021-05-01,우수
223,조하린,jhr392@nate.com,,대구,35.8714,128.6014,2021-05-06,일반
224,박수빈,bsb276@nate.com,010-6236-6692,부산,35.1796,129.0756,2022-11-30,일반
225,박지아,bjng655@daum.net,010-3852-6922,대전,36.3504,127.3845,2021-06-11,일반
226,안현우,nghng224@naver.com,010-1430-6912,인천,37.4563,126.7052,2021-08-31,일반
227,송시아,ssng477@nate.com,010-2412-2077,수원,37.2636,127.0286,2021-05-13,MVP
228,임지민,ngjm834@nate.com,010-2208-3053,수원,37.2636,127.0286,2022-02-25,일반
229,오서현,ngsh175@nate.com,010-3102-3981,세종,36.48,127.289,2022-11-28,VIP
230,정서연,jsng614@gmail.com,,부산,35.1796,129.0756,2022-06-15,우수
231,강하준,ghj430@naver.com,010-2292-5105,광주,35.1595,126.8526,2022-06-16,우수
232,조서현,jsh664@daum.net,010-9740-2530,인천,37.4563,126.7052,2022-10-03,우수
233,안서현,ngsh272@naver.com,010-6531-1674,인천,37.4563,126.7052,2022-11-06,우수
234,김예준,gngj146@daum.net,010-7825-1496,청주,36.6424,127.489,2021-08-04,일반
235,황태현,hth742@daum.net,010-7653-5873,청주,36.6424,127.489,2021-11-06,일반
236,권예준,gngj805@gmail.com,010-8609-4342,인천,37.4563,126.7052,2022-03-27,우수
237,오하린,nghr247@daum.net,010-6658-7532,전주,35.8219,127.148,2021-11-23,일반
238,정나윤,jnng479@gmail.com,010-5382-8366,광주,35.1595,126.8526,2021-09-05,일반
239,윤주원,ngjng199@gmail.com,010-7850-5067,대전,36.3504,127.3845,2022-01-29,우수
240,강영민,gngm435@daum.net,010-9433-8648,대구,35.8714,128.6014,2021-06-13,일반
241,황태현,hth415@nate.com,010-9281-8491,서울,37.5665,126.978,2021-04-03,VIP
242,윤지후,ngjh697@daum.net,010-8710-5681,서울,37.5665,126.978,2021-02-21,MVP
243,송민준,smj967@gmail.com,010-6992-7606,울산,35.5398,129.3114,2021-05-18,VIP
244,한서준,hsj510@gmail.com,,창원,35.2271,128.6811,2022-07-30,일반
245,송우진,sngj175@nate.com,010-5582-2946,수원,37.2636,127.0286,2022-04-07,일반
246,정도윤,jdng503@daum.net,010-3363-4261,광주,35.1595,126.8526,2022-07-26,VIP
247,안지민,ngjm612@gmail.com,,서울,37.5665,126.978,2021-02-09,일반
248,오현정,nghj585@nate.com,010-3290-6373,인천,37.4563,126.7052,2022-09-13,MVP
249,오하준,nghj502@daum.net,010-9351-9721,창원,35.2271,128.6811,2021-12-11,MVP
250,황가은,hgng676@daum.net,010-2795-7824,세종,36.48,127.289,2021-01-18,VIP
251,전우진,jngj915@gmail.com,010-4728-1841,창원,35.2271,128.6811,2022-05-01,일반
252,전민서,jms274@nate.com,010-2800-4125,인천,37.4563,126.7052,2022-11-29,일반
253,김수빈,gsb421@nate.com,010-7723-9221,인천,37.4563,126.7052,2022-02-27,VIP
254,황지현,hjh968@gmail.com,010-6325-8837,전주,35.8219,127.148,2021-05-22,일반
255,안지민,ngjm421@naver.com,010-6804-5331,세종,36.48,127.289,2022-06-30,일반
256,황지후,hjh352@daum.net,010-5876-5735,수원,37.2636,127.0286,2021-11-02,우수
257,조가은,jgng821@nate.com,010-5480-5715,광주,35.1595,126.8526,2022-05-07,VIP
258,최시아,chsng792@nate.com,010-3399-5758,울산,35.5398,129.3114,2021-12-20,우수
259,이우진,ngngj831@gmail.com,010-8849-4505,광주,35.1595,126.8526,2022-03-29,우수
260,조영민,jngm651@daum.net,010-2789-4920,수원,37.2636,127.0286,2022-12-14,일반
261,윤서준,ngsj785@naver.com,,청주,36.6424,127.489,2021-08-27,우수
262,서유진,sngj834@nate.com,010-1084-3587,부산,35.1796,129.0756,2022-11-29,MVP
263,서서현,ssh999@nate.com,,세종,36.48,127.289,2022-10-29,일반
264,임유진,ngngj392@gmail.com,010-9767-1611,부산,35.1796,129.0756,2022-10-30,우수
265,강서연,gsng957@naver.com,010-4052-5742,서울,37.5665,126.978,2022-02-11,VIP
266,이민준,ngmj405@gmail.com,010-9901-9590,광주,35.1595,126.8526,2021-10-19,우수
267,황태현,hth237@nate.com,010-6417-3662,대전,36.3504,127.3845,2021-07-17,우수
268,권서현,gsh363@naver.com,010-4164-3875,서울,37.5665,126.978,2021-12-12,우수
269,신영민,sngm537@daum.net,010-4027-3303,부산,35.1796,129.0756,2022-02-15,일반
270,황유진,hngj354@gmail.com,010-5374-6400,대전,36.3504,127.3845,2022-01-28,일반
271,임시아,ngsng840@gmail.com,010-4871-2017,대전,36.3504,127.3845,2022-11-01,VIP
272,최수빈,chsb414@naver.com,010-6095-2923,울산,35.5398,129.3114,2022-12-04,VIP
273,임지원,ngjng729@naver.com,010-8454-7121,대구,35.8714,128.6014,2021-05-17,VIP
274,서가은,sgng662@nate.com,010-5054-2341,수원,37.2636,127.0286,2022-11-12,VIP
275,안수빈,ngsb640@daum.net,,부산,35.1796,129.0756,2022-08-01,우수
276,송태현,sth617@naver.com,,창원,35.2271,128.6811,2022-07-04,우수
277,오지현,ngjh632@nate.com,010-9008-2489,부산,35.1796,129.0756,2022-11-28,우수
278,안수빈,ngsb928@gmail.com,010-8484-1945,세종,36.48,127.289,2021-05-16,우수
279,송수빈,ssb788@daum.net,010-1049-4570,전주,35.8219,127.148,2021-01-23,우수
280,전예준,jngj146@nate.com,,광주,35.1595,126.8526,2022-12-19,우수
281,이도현,ngdh170@nate.com,010-3218-7887,서울,37.5665,126.978,2021-10-21,VIP
282,한태현,hth491@nate.com,,울산,35.5398,129.3114,2022-01-20,일반
283,송주원,sjng769@daum.net,010-7439-9664,부산,35.1796,129.0756,2021-07-02,일반
284,정채원,jchng328@gmail.com,010-9920-7948,서울,37.5665,126.978,2021-11-02,일반
285,송지민,sjm943@naver.com,010-5516-4088,대구,35.8714,128.6014,2022-04-17,우수
286,최서준,chsj928@nate.com,010-2102-2653,창원,35.2271,128.6811,2021-01-17,일반
287,이수빈,ngsb712@gmail.com,010-4839-9843,대구,35.8714,128.6014,2021-02-15,일반
288,조나윤,jnng984@gmail.com,010-4836-6224,인천,37.4563,126.7052,2022-05-31,우수
289,전하린,jhr891@daum.net,010-9540-4621,대구,35.8714,128.6014,2021-11-06,일반
290,서우진,sngj381@gmail.com,010-3869-7999,수원,37.2636,127.0286,2022-08-29,우수
291,송민서,sms148@daum.net,010-9592-6222,청주,36.6424,127.489,2022-11-19,일반
292,서서연,ssng252@daum.net,010-8758-4948,울산,35.5398,129.3114,2021-07-08,일반
293,윤우진,ngngj978@naver.com,010-7824-9683,세종,36.48,127.289,2021-03-01,VIP
294,정지민,jjm348@daum.net,010-8369-7079,대구,35.8714,128.6014,2021-12-05,일반
295,박지아,bjng841@naver.com,010-1647-2192,서울,37.5665,126.978,2021-10-02,일반
296,조현정,jhj879@naver.com,010-6455-5967,세종,36.48,127.289,2021-08-02,우수
297,김지후,gjh294@gmail.com,010-4350-7498,전주,35.8219,127.148,2022-05-06,우수
298,윤지아,ngjng429@daum.net,010-6886-6053,울산,35.5398,129.3114,2022-04-23,일반
299,장지원,jjng625@nate.com,010-8692-6246,세종,36.48,127.289,2021-04-11,우수
300,조지원,jjng420@nate.com,010-3390-1265,서울,37.5665,126.978,2022-07-31,일반
301,장지아,jjng698@nate.com,,대전,36.3504,127.3845,2021-06-06,일반
